report_date,period,business_type,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-11-18,daily,超市,1425.24,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,monthly,超市,51878.24,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,yearly,超市,1118637.24,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,daily,百货,169.3,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,monthly,百货,12010.91,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,yearly,百货,206929.06,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,daily,服饰,217.15,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,monthly,服饰,10819.6,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,yearly,服饰,147838.46,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,daily,电器,118.43,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,monthly,电器,10256.64,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,yearly,电器,194001.11,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,daily,珠宝,0.0,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,monthly,珠宝,9479.26,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,yearly,珠宝,215513.29,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,daily,医药,83.12,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,monthly,医药,2708.49,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,yearly,医药,46249.95,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,daily,餐饮,32.43,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,monthly,餐饮,1642.4,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,yearly,餐饮,33248.36,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,daily,电影,2.03,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,monthly,电影,51.64,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,yearly,电影,2017.15,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,daily,电玩,2.91,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,monthly,电玩,124.46,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,yearly,电玩,3680.17,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,daily,茶叶,117.65,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,monthly,茶叶,4834.41,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,yearly,茶叶,91589.15,1763395200000,2025-11-19T12:33:48.877037+08:00
