report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-11-18,daily,2168.0,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,monthly,103806.0,1763395200000,2025-11-19T12:33:48.877037+08:00
2025-11-18,yearly,2059704.0,1763395200000,2025-11-19T12:33:48.877037+08:00
