report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-12-14,daily,8327.0,1765641600000,2025-12-15T12:48:50.161726+08:00
2025-12-14,monthly,94362.0,1765641600000,2025-12-15T12:48:50.161726+08:00
2025-12-14,yearly,2228879.0,1765641600000,2025-12-15T12:48:50.161726+08:00
