report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-10-01,daily,11014.0,1759248000000,2025-10-02T12:29:59.077796+08:00
2025-10-01,monthly,11014.0,1759248000000,2025-10-02T12:29:59.077796+08:00
2025-10-01,yearly,1745987.0,1759248000000,2025-10-02T12:29:59.077796+08:00
