report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-12-06,daily,8903.0,1764950400000,2025-12-07T12:38:37.994661+08:00
2025-12-06,monthly,39994.0,1764950400000,2025-12-07T12:38:37.994661+08:00
2025-12-06,yearly,2174512.0,1764950400000,2025-12-07T12:38:37.994661+08:00
