report_date,period,store_name,store_code,record_id,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-12-06,daily,许昌 天使城店,天使城店,recv4ChJuimSPD,1167.52,1764950400000,2025-12-07T12:38:37.994661+08:00
2025-12-06,monthly,许昌 天使城店,天使城店,recv4ChJuimSPD,5392.18,1764950400000,2025-12-07T12:38:37.994661+08:00
2025-12-06,yearly,许昌 天使城店,天使城店,recv4ChJuimSPD,306790.97,1764950400000,2025-12-07T12:38:37.994661+08:00
2025-12-06,daily,许昌 时代广场店,时代广场店,recv4ChJuiRWNQ,2231.04,1764950400000,2025-12-07T12:38:37.994661+08:00
2025-12-06,monthly,许昌 时代广场店,时代广场店,recv4ChJuiRWNQ,9652.72,1764950400000,2025-12-07T12:38:37.994661+08:00
2025-12-06,yearly,许昌 时代广场店,时代广场店,recv4ChJuiRWNQ,555761.29,1764950400000,2025-12-07T12:38:37.994661+08:00
2025-12-06,daily,许昌 生活广场店,生活广场店,recv4ChJuiOPyz,1046.78,1764950400000,2025-12-07T12:38:37.994661+08:00
2025-12-06,monthly,许昌 生活广场店,生活广场店,recv4ChJuiOPyz,4316.1,1764950400000,2025-12-07T12:38:37.994661+08:00
2025-12-06,yearly,许昌 生活广场店,生活广场店,recv4ChJuiOPyz,162278.8,1764950400000,2025-12-07T12:38:37.994661+08:00
2025-12-06,daily,许昌 大众服饰店,大众服饰店,recv4ChJuiEc6e,412.17,1764950400000,2025-12-07T12:38:37.994661+08:00
2025-12-06,monthly,许昌 大众服饰店,大众服饰店,recv4ChJuiEc6e,1700.32,1764950400000,2025-12-07T12:38:37.994661+08:00
2025-12-06,yearly,许昌 大众服饰店,大众服饰店,recv4ChJuiEc6e,40374.27,1764950400000,2025-12-07T12:38:37.994661+08:00
2025-12-06,daily,许昌 禹州店,禹州店,recv4ChJuikwap,415.98,1764950400000,2025-12-07T12:38:37.994661+08:00
2025-12-06,monthly,许昌 禹州店,禹州店,recv4ChJuikwap,2056.41,1764950400000,2025-12-07T12:38:37.994661+08:00
2025-12-06,yearly,许昌 禹州店,禹州店,recv4ChJuikwap,110455.34,1764950400000,2025-12-07T12:38:37.994661+08:00
2025-12-06,daily,许昌 金三角店,金三角店,recv4ChJuiRMhy,266.12,1764950400000,2025-12-07T12:38:37.994661+08:00
