report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2026-01-05,daily,7351.0,1767542400000,2026-01-06T12:47:38.398307+08:00
2026-01-05,monthly,47681.0,1767542400000,2026-01-06T12:47:38.398307+08:00
2026-01-05,yearly,47681.0,1767542400000,2026-01-06T12:47:38.398307+08:00
