report_date,period,business_type,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-11-10,daily,超市,2905.48,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,monthly,超市,30276.9,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,yearly,超市,1097035.91,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,daily,百货,733.95,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,monthly,百货,7130.93,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,yearly,百货,202049.08,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,daily,服饰,260.04,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,monthly,服饰,5828.22,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,yearly,服饰,142847.08,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,daily,电器,230.99,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,monthly,电器,5557.64,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,yearly,电器,189302.12,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,daily,珠宝,0.0,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,monthly,珠宝,5183.71,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,yearly,珠宝,211217.75,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,daily,医药,57.54,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,monthly,医药,1450.44,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,yearly,医药,44991.9,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,daily,餐饮,86.82,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,monthly,餐饮,959.37,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,yearly,餐饮,32565.33,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,daily,电影,0.0,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,monthly,电影,20.36,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,yearly,电影,1985.87,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,daily,电玩,0.0,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,monthly,电玩,72.45,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,yearly,电玩,3628.15,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,daily,茶叶,50.06,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,monthly,茶叶,2561.99,1762704000000,2025-11-11T12:34:05.614404+08:00
2025-11-10,yearly,茶叶,89316.72,1762704000000,2025-11-11T12:34:05.614404+08:00
