report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-12-23,daily,3456.0,1766419200000,2025-12-24T12:43:37.571331+08:00
2025-12-23,monthly,152354.0,1766419200000,2025-12-24T12:43:37.571331+08:00
2025-12-23,yearly,2286871.0,1766419200000,2025-12-24T12:43:37.571331+08:00
