report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-10-10,daily,6247.0,1760025600000,2025-10-11T12:29:40.076476+08:00
2025-10-10,monthly,94749.0,1760025600000,2025-10-11T12:29:40.076476+08:00
2025-10-10,yearly,1829722.0,1760025600000,2025-10-11T12:29:40.076476+08:00
