report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-12-24,daily,9460.0,1766505600000,2025-12-25T12:44:43.723535+08:00
2025-12-24,monthly,161813.0,1766505600000,2025-12-25T12:44:43.723535+08:00
2025-12-24,yearly,2296331.0,1766505600000,2025-12-25T12:44:43.723535+08:00
