report_date,period,business_type,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-09-21,daily,超市,4348.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,monthly,超市,73959.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,yearly,超市,914909.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,daily,百货,847.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,monthly,百货,11330.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,yearly,百货,165267.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,daily,服饰,643.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,monthly,服饰,7834.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,yearly,服饰,112763.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,daily,电器,818.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,monthly,电器,10291.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,yearly,电器,156494.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,daily,珠宝,917.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,monthly,珠宝,14857.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,yearly,珠宝,173939.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,daily,医药,173.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,monthly,医药,3043.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,yearly,医药,37292.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,daily,餐饮,119.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,monthly,餐饮,1962.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,yearly,餐饮,27585.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,daily,电影,13.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,monthly,电影,88.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,yearly,电影,1789.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,daily,电玩,13.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,monthly,电玩,146.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,yearly,电玩,3179.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,daily,茶叶,437.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,monthly,茶叶,7141.0,1758384000000,2025-09-23T02:54:15.152629+08:00
2025-09-21,yearly,茶叶,74296.0,1758384000000,2025-09-23T02:54:15.152629+08:00
