report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-12-12,daily,6474.0,1765468800000,2025-12-13T12:34:48.108053+08:00
2025-12-12,monthly,78399.0,1765468800000,2025-12-13T12:34:48.108053+08:00
2025-12-12,yearly,2212916.0,1765468800000,2025-12-13T12:34:48.108053+08:00
