report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-11-09,daily,7047.0,1762617600000,2025-11-10T12:35:44.651384+08:00
2025-11-09,monthly,54717.0,1762617600000,2025-11-10T12:35:44.651384+08:00
2025-11-09,yearly,2010615.0,1762617600000,2025-11-10T12:35:44.651384+08:00
