report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-10-20,daily,6499.0,1760889600000,2025-10-21T12:31:49.207677+08:00
2025-10-20,monthly,158110.0,1760889600000,2025-10-21T12:31:49.207677+08:00
2025-10-20,yearly,1893084.0,1760889600000,2025-10-21T12:31:49.207677+08:00
