report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-11-28,daily,6034.0,1764259200000,2025-11-29T12:33:21.343003+08:00
2025-11-28,monthly,162419.0,1764259200000,2025-11-29T12:33:21.343003+08:00
2025-11-28,yearly,2118317.0,1764259200000,2025-11-29T12:33:21.343003+08:00
