report_date,period,business_type,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-12-08,daily,超市,3472.91,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,monthly,超市,28048.99,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,yearly,超市,1183327.91,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,daily,百货,622.17,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,monthly,百货,5147.36,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,yearly,百货,220148.62,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,daily,服饰,958.3,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,monthly,服饰,7507.56,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,yearly,服饰,165040.05,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,daily,电器,461.82,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,monthly,电器,3758.24,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,yearly,电器,203894.85,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,daily,珠宝,629.91,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,monthly,珠宝,5215.8,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,yearly,珠宝,227880.11,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,daily,医药,180.27,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,monthly,医药,1376.18,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,yearly,医药,49736.3,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,daily,餐饮,80.04,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,monthly,餐饮,789.61,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,yearly,餐饮,35246.98,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,daily,电影,3.29,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,monthly,电影,69.57,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,yearly,电影,2207.71,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,daily,电玩,3.92,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,monthly,电玩,51.68,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,yearly,电玩,3822.26,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,daily,茶叶,386.99,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,monthly,茶叶,2706.07,1765123200000,2025-12-09T12:37:09.329140+08:00
2025-12-08,yearly,茶叶,97883.6,1765123200000,2025-12-09T12:37:09.329140+08:00
