report_date,period,business_type,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-11-20,daily,超市,2655.2,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,monthly,超市,57674.56,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,yearly,超市,1124433.57,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,daily,百货,496.57,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,monthly,百货,13104.12,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,yearly,百货,208022.27,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,daily,服饰,606.84,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,monthly,服饰,12184.79,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,yearly,服饰,149203.64,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,daily,电器,424.66,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,monthly,电器,11267.3,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,yearly,电器,195011.78,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,daily,珠宝,714.19,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,monthly,珠宝,10939.22,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,yearly,珠宝,216973.26,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,daily,医药,165.58,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,monthly,医药,3058.77,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,yearly,医药,46600.23,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,daily,餐饮,86.72,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,monthly,餐饮,1824.19,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,yearly,餐饮,33430.15,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,daily,电影,1.27,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,monthly,电影,54.74,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,yearly,电影,2020.24,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,daily,电玩,3.53,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,monthly,电玩,131.19,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,yearly,电玩,3686.9,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,daily,茶叶,318.28,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,monthly,茶叶,5476.78,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,yearly,茶叶,92231.51,1763568000000,2025-11-21T12:33:31.205114+08:00
