report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-11-20,daily,5473.0,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,monthly,115716.0,1763568000000,2025-11-21T12:33:31.205114+08:00
2025-11-20,yearly,2071614.0,1763568000000,2025-11-21T12:33:31.205114+08:00
