report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-12-20,daily,8716.0,1766160000000,2025-12-21T12:43:26.112558+08:00
2025-12-20,monthly,134694.0,1766160000000,2025-12-21T12:43:26.112558+08:00
2025-12-20,yearly,2269211.0,1766160000000,2025-12-21T12:43:26.112558+08:00
