report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-10-13,daily,6099.0,1760284800000,2025-10-14T12:31:01.202554+08:00
2025-10-13,monthly,113907.0,1760284800000,2025-10-14T12:31:01.202554+08:00
2025-10-13,yearly,1848880.0,1760284800000,2025-10-14T12:31:01.202554+08:00
