report_date,period,business_type,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-11-24,daily,超市,2828.28,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,monthly,超市,70118.23,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,yearly,超市,1136877.24,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,daily,百货,544.02,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,monthly,百货,15952.75,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,yearly,百货,210870.9,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,daily,服饰,715.57,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,monthly,服饰,15598.72,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,yearly,服饰,152617.58,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,daily,电器,396.57,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,monthly,电器,13294.4,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,yearly,电器,197038.87,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,daily,珠宝,597.68,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,monthly,珠宝,13441.64,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,yearly,珠宝,219475.67,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,daily,医药,60.32,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,monthly,医药,3678.89,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,yearly,医药,47220.34,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,daily,餐饮,96.39,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,monthly,餐饮,2268.42,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,yearly,餐饮,33874.38,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,daily,电影,1.75,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,monthly,电影,69.56,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,yearly,电影,2035.07,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,daily,电玩,3.75,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,monthly,电玩,167.32,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,yearly,电玩,3723.03,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,daily,茶叶,290.7,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,monthly,茶叶,6714.3,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,yearly,茶叶,93469.04,1763913600000,2025-11-25T12:35:12.501214+08:00
