report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-11-24,daily,5535.0,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,monthly,141304.0,1763913600000,2025-11-25T12:35:12.501214+08:00
2025-11-24,yearly,2097202.0,1763913600000,2025-11-25T12:35:12.501214+08:00
