report_date,period,business_type,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-10-31,daily,超市,3215.64,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,monthly,超市,109772.5,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,yearly,超市,1066759.01,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,daily,百货,819.56,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,monthly,百货,24359.2,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,yearly,百货,194918.15,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,daily,服饰,619.73,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,monthly,服饰,20689.89,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,yearly,服饰,137018.86,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,daily,电器,667.05,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,monthly,电器,22255.53,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,yearly,电器,183744.48,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,daily,珠宝,539.5,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,monthly,珠宝,26106.79,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,yearly,珠宝,206034.03,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,daily,医药,141.25,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,monthly,医药,4962.41,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,yearly,医药,43541.46,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,daily,餐饮,99.13,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,monthly,餐饮,3237.83,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,yearly,餐饮,31605.96,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,daily,电影,6.63,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,monthly,电影,137.02,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,yearly,电影,1965.51,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,daily,电玩,4.45,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,monthly,电玩,333.58,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,yearly,电玩,3555.71,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,daily,茶叶,281.91,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,monthly,茶叶,9069.96,1761840000000,2025-11-01T12:29:44.028385+08:00
2025-10-31,yearly,茶叶,86754.74,1761840000000,2025-11-01T12:29:44.028385+08:00
