report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-10-21,daily,2138.0,1760976000000,2025-10-22T12:32:47.878143+08:00
2025-10-21,monthly,160256.0,1760976000000,2025-10-22T12:32:47.878143+08:00
2025-10-21,yearly,1895229.0,1760976000000,2025-10-22T12:32:47.878143+08:00
