report_date,period,store_name,store_code,record_id,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-11-27,daily,许昌 天使城店,天使城店,recv3LF0RpKlpY,739.15,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,monthly,许昌 天使城店,天使城店,recv3LF0RpKlpY,22502.68,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,yearly,许昌 天使城店,天使城店,recv3LF0RpKlpY,298532.12,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,daily,许昌 时代广场店,时代广场店,recv3LF0RpovMQ,1519.09,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,monthly,许昌 时代广场店,时代广场店,recv3LF0RpovMQ,38777.62,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,yearly,许昌 时代广场店,时代广场店,recv3LF0RpovMQ,540748.23,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,daily,许昌 生活广场店,生活广场店,recv3LF0Rp2lhO,673.51,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,monthly,许昌 生活广场店,生活广场店,recv3LF0Rp2lhO,14479.13,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,yearly,许昌 生活广场店,生活广场店,recv3LF0Rp2lhO,155489.4,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,daily,许昌 大众服饰店,大众服饰店,recv3LF0Rptlwy,208.58,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,monthly,许昌 大众服饰店,大众服饰店,recv3LF0Rptlwy,4786.28,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,yearly,许昌 大众服饰店,大众服饰店,recv3LF0Rptlwy,37817.04,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,daily,许昌 禹州店,禹州店,recv3LF0Rp9dvO,305.08,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,monthly,许昌 禹州店,禹州店,recv3LF0Rp9dvO,7503.67,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,yearly,许昌 禹州店,禹州店,recv3LF0Rp9dvO,107279.75,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,daily,许昌 金三角店,金三角店,recv3LF0RprirW,187.81,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,monthly,许昌 金三角店,金三角店,recv3LF0RprirW,5097.11,1764172800000,2025-11-28T12:34:09.767450+08:00
