report_date,period,business_type,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-11-27,daily,超市,3051.19,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,monthly,超市,77780.95,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,yearly,超市,1144539.96,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,daily,百货,595.68,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,monthly,百货,17396.01,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,yearly,百货,212314.16,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,daily,服饰,781.85,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,monthly,服饰,17446.39,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,yearly,服饰,154465.24,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,daily,电器,502.86,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,monthly,电器,14449.51,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,yearly,电器,198193.98,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,daily,珠宝,518.42,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,monthly,珠宝,14808.01,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,yearly,珠宝,220842.05,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,daily,医药,178.18,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,monthly,医药,4248.07,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,yearly,医药,47789.53,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,daily,餐饮,94.53,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,monthly,餐饮,2494.55,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,yearly,餐饮,34100.51,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,daily,电影,10.82,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,monthly,电影,93.64,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,yearly,电影,2059.15,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,daily,电玩,3.89,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,monthly,电玩,177.55,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,yearly,电玩,3733.26,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,daily,茶叶,298.5,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,monthly,茶叶,7490.24,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,yearly,茶叶,94244.97,1764172800000,2025-11-28T12:34:09.767450+08:00
