report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-11-27,daily,6036.0,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,monthly,156385.0,1764172800000,2025-11-28T12:34:09.767450+08:00
2025-11-27,yearly,2112283.0,1764172800000,2025-11-28T12:34:09.767450+08:00
