report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-12-04,daily,7465.0,1764777600000,2025-12-05T12:38:07.340718+08:00
2025-12-04,monthly,24028.0,1764777600000,2025-12-05T12:38:07.340718+08:00
2025-12-04,yearly,2158545.0,1764777600000,2025-12-05T12:38:07.340718+08:00
