report_date,period,business_type,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-12-09,daily,超市,1569.79,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,monthly,超市,29618.78,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,yearly,超市,1184897.7,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,daily,百货,174.63,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,monthly,百货,5321.99,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,yearly,百货,220323.25,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,daily,服饰,286.96,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,monthly,服饰,7794.53,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,yearly,服饰,165327.02,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,daily,电器,127.71,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,monthly,电器,3885.94,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,yearly,电器,204022.55,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,daily,珠宝,0.0,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,monthly,珠宝,5215.8,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,yearly,珠宝,227880.11,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,daily,医药,6.49,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,monthly,医药,1382.67,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,yearly,医药,49742.8,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,daily,餐饮,32.53,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,monthly,餐饮,841.55,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,yearly,餐饮,35298.92,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,daily,电影,3.03,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,monthly,电影,72.6,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,yearly,电影,2210.74,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,daily,电玩,2.8,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,monthly,电玩,54.48,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,yearly,电玩,3825.06,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,daily,茶叶,131.54,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,monthly,茶叶,2837.61,1765209600000,2025-12-10T12:40:24.714304+08:00
2025-12-09,yearly,茶叶,98015.13,1765209600000,2025-12-10T12:40:24.714304+08:00
