report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-11-02,daily,6862.0,1762012800000,2025-11-03T12:36:38.854630+08:00
2025-11-02,monthly,14410.0,1762012800000,2025-11-03T12:36:38.854630+08:00
2025-11-02,yearly,1970307.0,1762012800000,2025-11-03T12:36:38.854630+08:00
