report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-12-18,daily,7389.0,1765987200000,2025-12-19T12:40:30.210274+08:00
2025-12-18,monthly,119061.0,1765987200000,2025-12-19T12:40:30.210274+08:00
2025-12-18,yearly,2253579.0,1765987200000,2025-12-19T12:40:30.210274+08:00
