report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-12-19,daily,6917.0,1766073600000,2025-12-20T12:35:33.889654+08:00
2025-12-19,monthly,125978.0,1766073600000,2025-12-20T12:35:33.889654+08:00
2025-12-19,yearly,2260496.0,1766073600000,2025-12-20T12:35:33.889654+08:00
