report_date,period,business_type,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-11-08,daily,超市,3517.23,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,monthly,超市,24213.58,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,yearly,超市,1090972.59,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,daily,百货,1233.77,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,monthly,百货,5294.2,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,yearly,百货,200212.34,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,daily,服饰,934.14,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,monthly,服饰,4761.09,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,yearly,服饰,141779.94,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,daily,电器,775.9,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,monthly,电器,4560.6,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,yearly,电器,188305.08,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,daily,珠宝,649.29,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,monthly,珠宝,4552.24,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,yearly,珠宝,210586.28,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,daily,医药,176.51,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,monthly,医药,1225.5,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,yearly,医药,44766.96,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,daily,餐饮,123.0,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,monthly,餐饮,759.96,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,yearly,餐饮,32365.92,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,daily,电影,2.91,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,monthly,电影,18.04,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,yearly,电影,1983.55,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,daily,电玩,14.24,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,monthly,电玩,60.15,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,yearly,电玩,3615.86,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,daily,茶叶,292.76,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,monthly,茶叶,2225.17,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,yearly,茶叶,88979.91,1762531200000,2025-11-09T12:31:14.275387+08:00
