report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-11-08,daily,7720.0,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,monthly,47671.0,1762531200000,2025-11-09T12:31:14.275387+08:00
2025-11-08,yearly,2003568.0,1762531200000,2025-11-09T12:31:14.275387+08:00
