report_date,period,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-10-02,daily,10711.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,monthly,21730.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,yearly,1756703.0,1759334400000,2025-10-03T12:29:43.183129+08:00
