report_date,period,store_name,store_code,record_id,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-10-02,daily,许昌 天使城店,天使城店,recuYudrRgolSg,1223.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,monthly,许昌 天使城店,天使城店,recuYudrRgolSg,2758.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,yearly,许昌 天使城店,天使城店,recuYudrRgolSg,249012.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,daily,许昌 时代广场店,时代广场店,recuYudrRg70s5,2628.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,monthly,许昌 时代广场店,时代广场店,recuYudrRg70s5,5644.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,yearly,许昌 时代广场店,时代广场店,recuYudrRg70s5,449128.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,daily,许昌 生活广场店,生活广场店,recuYudrRg3nWi,775.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,monthly,许昌 生活广场店,生活广场店,recuYudrRg3nWi,1459.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,yearly,许昌 生活广场店,生活广场店,recuYudrRg3nWi,124863.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,daily,许昌 大众服饰店,大众服饰店,recuYudrRg16eu,245.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,monthly,许昌 大众服饰店,大众服饰店,recuYudrRg16eu,414.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,yearly,许昌 大众服饰店,大众服饰店,recuYudrRg16eu,28032.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,daily,许昌 禹州店,禹州店,recuYudrRgoKof,580.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,monthly,许昌 禹州店,禹州店,recuYudrRgoKof,1076.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,yearly,许昌 禹州店,禹州店,recuYudrRgoKof,90387.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,daily,许昌 金三角店,金三角店,recuYudrRgEmiP,424.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,monthly,许昌 金三角店,金三角店,recuYudrRgEmiP,741.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,yearly,许昌 金三角店,金三角店,recuYudrRgEmiP,69356.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,daily,许昌 北海店,北海店,recuYudrRgV33b,404.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,monthly,许昌 北海店,北海店,recuYudrRgV33b,775.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,yearly,许昌 北海店,北海店,recuYudrRgV33b,70910.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,daily,许昌 云鼎店,云鼎店,recuYudrRgf4Bs,239.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,monthly,许昌 云鼎店,云鼎店,recuYudrRgf4Bs,441.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,yearly,许昌 云鼎店,云鼎店,recuYudrRgf4Bs,37895.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,daily,许昌 金汇店,金汇店,recuYudrRg3jLx,276.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,monthly,许昌 金汇店,金汇店,recuYudrRg3jLx,491.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,yearly,许昌 金汇店,金汇店,recuYudrRg3jLx,48573.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,daily,许昌 魏源店,魏源店,recuYudrRgMVHV,248.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,monthly,许昌 魏源店,魏源店,recuYudrRgMVHV,493.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,yearly,许昌 魏源店,魏源店,recuYudrRgMVHV,34441.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,daily,许昌 劳动店,劳动店,recuYudrRgtBPo,69.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,monthly,许昌 劳动店,劳动店,recuYudrRgtBPo,132.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,yearly,许昌 劳动店,劳动店,recuYudrRgtBPo,11810.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,daily,许昌 线上商城,线上商城,recuYudrRgjBIF,366.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,monthly,许昌 线上商城,线上商城,recuYudrRgjBIF,888.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,yearly,许昌 线上商城,线上商城,recuYudrRgjBIF,72355.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,daily,新乡 大胖店,大胖店,recuYudrRgoFoN,1622.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,monthly,新乡 大胖店,大胖店,recuYudrRgoFoN,3278.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,yearly,新乡 大胖店,大胖店,recuYudrRgoFoN,250055.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,daily,新乡 小胖店,小胖店,recuYudrRgs5il,1484.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,monthly,新乡 小胖店,小胖店,recuYudrRgs5il,2872.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,yearly,新乡 小胖店,小胖店,recuYudrRgs5il,199925.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,daily,许昌 实业公司店,实业公司店,recuYudrRghIUj,607.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,monthly,许昌 实业公司店,实业公司店,recuYudrRghIUj,1242.0,1759334400000,2025-10-03T12:29:43.183129+08:00
2025-10-02,yearly,许昌 实业公司店,实业公司店,recuYudrRghIUj,99443.0,1759334400000,2025-10-03T12:29:43.183129+08:00
