report_date,period,store_name,store_code,record_id,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-09-23,daily,许昌 天使城店,天使城店,recuXDAQpfiL1q,996.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,monthly,许昌 天使城店,天使城店,recuXDAQpfiL1q,19626.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,yearly,许昌 天使城店,天使城店,recuXDAQpfiL1q,238827.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,daily,许昌 时代广场店,时代广场店,recuXDAQpfMk6j,98.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,monthly,许昌 时代广场店,时代广场店,recuXDAQpfMk6j,35765.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,yearly,许昌 时代广场店,时代广场店,recuXDAQpfMk6j,429840.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,daily,许昌 生活广场店,生活广场店,recuXDAQpfsGqx,0.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,monthly,许昌 生活广场店,生活广场店,recuXDAQpfsGqx,8820.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,yearly,许昌 生活广场店,生活广场店,recuXDAQpfsGqx,119856.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,daily,许昌 大众服饰店,大众服饰店,recuXDAQpfMS6A,90.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,monthly,许昌 大众服饰店,大众服饰店,recuXDAQpfMS6A,1963.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,yearly,许昌 大众服饰店,大众服饰店,recuXDAQpfMS6A,26883.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,daily,许昌 禹州店,禹州店,recuXDAQpfJHfM,353.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,monthly,许昌 禹州店,禹州店,recuXDAQpfJHfM,6816.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,yearly,许昌 禹州店,禹州店,recuXDAQpfJHfM,86406.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,daily,许昌 金三角店,金三角店,recuXDAQpf1Rbb,269.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,monthly,许昌 金三角店,金三角店,recuXDAQpf1Rbb,5813.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,yearly,许昌 金三角店,金三角店,recuXDAQpf1Rbb,66253.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,daily,许昌 北海店,北海店,recuXDAQpf39bu,235.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,monthly,许昌 北海店,北海店,recuXDAQpf39bu,5489.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,yearly,许昌 北海店,北海店,recuXDAQpf39bu,67556.0,1758556800000,2025-09-24T12:30:19.450891+08:00
