report_date,period,business_type,sales_wan,occurred_at_ms,fetched_at_shanghai
2025-09-23,daily,超市,2200.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,monthly,超市,80084.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,yearly,超市,921033.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,daily,百货,174.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,monthly,百货,12046.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,yearly,百货,165983.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,daily,服饰,105.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,monthly,服饰,8344.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,yearly,服饰,113273.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,daily,电器,123.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,monthly,电器,10916.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,yearly,电器,157119.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,daily,珠宝,0.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,monthly,珠宝,15723.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,yearly,珠宝,174805.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,daily,医药,71.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,monthly,医药,3256.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,yearly,医药,37505.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,daily,餐饮,31.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,monthly,餐饮,2085.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,yearly,餐饮,27708.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,daily,电影,3.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,monthly,电影,95.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,yearly,电影,1795.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,daily,电玩,2.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,monthly,电玩,153.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,yearly,电玩,3185.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,daily,茶叶,149.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,monthly,茶叶,7698.0,1758556800000,2025-09-24T12:30:19.450891+08:00
2025-09-23,yearly,茶叶,74853.0,1758556800000,2025-09-24T12:30:19.450891+08:00
